Nom_fonction|Release_fonction|Prototype|Num_stc|Nom_module|Public|Reférence_spec_systéme|Reférence_spec_systéme_1|Reférence_spec_systéme_2|Reférence_spec_systéme_3|Fonction_à_supprimer|Validation|Export_part|Macro|function_description|MemSec
GDGAR_bGetFRM|A|(argin uint16 u16IndexFRM)boolean;|1|HEADER|1|NONE||||0|0|0|0||
VlvAct_EveExCmToo_ExEstim|B|();|SCH.3|VLVACTEXESTIM|1|V02 NT 09 02851||||0|0|0|0|Evènement dent AAC admission|
VlvAct_SdlFast_ExEstim|B|();|SCH.2|VLVACTEXESTIM|1|V02 NT 09 02851||||0|0|0|0|Moniteur rapide pour la fonction VVT|
VLVACTEXESTIM_vidDeadZone|C|();|FCT1.4|VLVACTEXESTIM|0|V02 NT 09 02851||||0|0|0|0|Calcul de la consigne RCO de commande normalisée de la VVT échappement.|
VLVACTEXESTIM_vidEntryInit|B|();|SCH.1|VLVACTEXESTIM|1|V02 NT 09 02851||||0|0|0|0|Initialisation function|
VLVACTEXESTIM_vidEstimGainCmp|B|();|FCT1.5|VLVACTEXESTIM|0|V02 NT 09 02851||||0|0|0|0|Calcul du gain du dénominateur et du numérateur de la fonction de transfert du modèle VVT échappement.|
VLVACTEXESTIM_vidExPosnEstimCmp|D|();|FCT1.2|VLVACTEXESTIM|0|V02 NT 09 02851||||0|0|0|0|L’estimation temporelle du décalage AAC peut être inhibée totalement ou partiellement|
VLVACTEXESTIM_vidExPosnEstimUpd|E|();|FCT1.7|VLVACTEXESTIM|0|V02 NT 09 02851||||0|0|0|0|La seconde variable d’état (variable du décalage) du filtre estimateur est mise à jour à chaque évènement d’acquisition.|
VLVACTEXESTIM_vidExPosnEstimVar|C|();|FCT1.8|VLVACTEXESTIM|0|V02 NT 09 02851||||0|0|0|0|Après chaque mesure du décalage AAC échappement, on calcule les variations suivantes, qui donnent une indication sur la précision et le comportement du filtre estimateur par rapport à la simple mesure.|
VLVACTEXESTIM_vidFilCmp|A|();|FCT1.3|VLVACTEXESTIM|0|V02 NT 09 02851||||0|0|0|0|Calculer la variation de l'estimation et de la mesure du décalage AAC échappement..|
VLVACTEXESTIM_vidInitOutput|A|();|FCT1.1|VLVACTEXESTIM|0|V02 NT 09 02851||||0|0|0|0|Exitialisation of the component outputs|
VLVACTEXESTIM_vidKalmanFil|C|();|FCT1.6|VLVACTEXESTIM|0|V02 NT 09 02851||||0|0|0|0|Calcul de la Variable d'état position et d'état vitesse du filtre d'estimation du décalage AAC échapprment|
