0;TqSys_bRlsAltBrkAsi;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_0.value
1;CanPurg_concFuStmErr;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_1.value
2;TrbAct_rRCOReq;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_2.value
3;Dena_scg_driver_GMV1;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_3.value
4;Dena_scg_driver_GMV2;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_4.value
5;Ext_spdVehVSRegReq;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_5.value
6;UCE_bfMstPtlWkuReq;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_6.value
7;FISA_bInhInst;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_7.value
8;Stg_agvStrWhl;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_8.value
9;VSCtl_noGearEgd_DeacVSLim;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_9.value
10;ElProdMgt_uOfsLossCor;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_10.value
11;TqLimEM_tqLimEM;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_11.value
12;Ext_bNotAvl_uBattRstrt;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_12.value
13;VSCtl_tqCkEfcMax;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_13.value
14;CoPt_bAcvStatTqResCrawl;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_14.value
15;InM_pUsEGRVlv;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_15.value
16;ExM_mO2StgEngStop;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_16.value
17;IdlSys_bAcvAntiStall;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_17.value
18;ThMgt_stPosnFSFReq;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_18.value
19;CoPtUH_stBfBfLstRStrtFail;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_19.value
20;UsThrM_pLossCmpr;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_20.value
21;CoPt_bRvsCord;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_21.value
22;EV_TqSys_EveSync_CurCor;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_22.value
23;Dft_scg_cmdautoredemstt;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_23.value
24;VlvAct_prm_agCkClsExVlvBol;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_24.value
25;InjSys_bFuCutOff;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_25.value
26;CoHeat_bAcvHeatMgt;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_26.value
27;Srv_stActrTstStatus;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_27.value
28;Ext_dstVehTotMes;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_28.value
29;EngLim_tqCkEfcFLdLim;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_29.value
30;AfuA_rEthStoich;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_30.value
31;Acqui_pedale_embrayage_pwd_rco;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_31.value
32;CoPt_stGBxMod;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_32.value
33;CoPtUH_bCutCaseSpdMax;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_33.value
34;CoPTSt_bEngRun;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_34.value
35;Dft_UnderVBoost_ASICGDI;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_35.value
36;TqAdvMin_tiTranCll;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_36.value
37;CoPtUH_stBfLstRStrtFailCase;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_37.value
38;Ext_pOilMes;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_38.value
39;VSCtl_jrkVeh_DeacVSReg;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_39.value
40;CoPtUH_bCutCaseNotRStrtAuth;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_40.value
41;TqSys_EveSync_CoPtNRegCord;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_41.value
42;UsThrM_pDsThrAcvAirExtCtlMod;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_42.value
43;ThMgt_tiAcvTrbWaPmpEngStop;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_43.value
44;Ext_bVSMaxfCf;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_44.value
45;Lshd_up_strm_lbda_sens_hot;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_45.value
46;EngLim_tqEfcPresUsThrMax;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_46.value
47;Sync_bCkAcqVld;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_47.value
48;EngLim_tqEfcMaxStatVehSpdCtl;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_48.value
49;AFReg_rFbLsclFil;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_49.value
50;LsSys_bLsDsMainOxCHeatOk;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_50.value
51;TqRes_tqIncCll;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_51.value
52;Dft_scp_pompe_ess_pwm;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_52.value
53;VSCtl_tqCkEfcMinReq;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_53.value
54;Ext_bRotSpdFrntWhlCf;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_54.value
55;Ext_stBattSoC;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_55.value
56;IgSys_prm_agIgLimKnk;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_56.value
57;DIAGCAN_bIntegratioElectronique;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_57.value
58;Ctrl_bAcv_TrbCoWaPmp;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_58.value
59;IgSys_agIgLimKnkMax;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_59.value
60;GDU_stDgoORng_UsPlsFco_swc;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_60.value
61;Sync_bEna_HiToothCoh_CkSts;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_61.value
62;CoEs_bAcvIgSysSTTEs;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_62.value
63;Dft_scw_Inj1Cmd;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_63.value
64;Dft_scp_TrbWaPmp;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_64.value
65;ThMgt_bHldPosnCoVlvReq;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_65.value
66;PFuCtl_NrProfCmd;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_66.value
67;BatMgt_grdNegSlopBattChProt;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_67.value
68;VSCtl_rAccP_DeacVSReg;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_68.value
69;Dena_oc_drvrseno2ds;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_69.value
70;Eng_noCmprNxtCyl;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_70.value
71;ElProdMgt_uOfs_uElProdSp;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_71.value
72;Commande_water_pump_pwm_freq;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_72.value
73;EngM_rAirLdCor;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_73.value
74;CoPt_tqIdcMaxGBx;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_74.value
75;CoPtUH_tiNbRstrtFreqLim;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_75.value
76;Cha_tqMSRReq;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_76.value
77;VSCtl_stRec_stDeacVSMaxReq1;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_77.value
78;VSCtl_stRec_stDeacVSMaxReq2;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_78.value
79;SenAct_utECUMes;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_79.value
80;Acq_pos_ang_red_mot_frt_aac_adm;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_80.value
81;EngLim_tqIdcSyst;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_81.value
82;TqSys_tqCkEngLoss;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_82.value
83;EngReqH_bDetPresAirUnfav;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_83.value
84;Dft_oc_cmd_relais_principal;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_84.value
85;CoPt_tqEfcCordLim_tqGBx;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_85.value
86;Cat_mon_inhibe_fast_tracking;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_86.value
87;BatMgt_resBattItNorm;Rte_SwcBDS_Application_Core1.Rte_ReceiveBuffer_87.value
