Nom_fonction|Release_fonction|Prototype|Num_stc|Nom_module|Public|Reférence_spec_systéme|Reférence_spec_systéme_1|Reférence_spec_systéme_2|Reférence_spec_systéme_3|Fonction_à_supprimer|Validation|Export_part|Macro|function_description
Dem_ClearDTC|A|func_GDEI_ClearDTC|12|HEADER|1|NONE||||0|0|0|0|Clears single DTCs as well as groups of DTCs. This API can only be used  through the RTE, and therefore no declaration is exported via Dem.h.
Dem_DisableDTCRecordUpdate|A|func_DisableDTCRecordUpdate|1.4|HEADER|1|NONE||||0|0|0|0|Disables the DTC record update.
Dem_EnableDTCRecordUpdate|A|func_EnableDTCRecordUpdate|1.5|HEADER|1|NONE||||0|0|0|0|Enables the DTC record update.
DIAGCAN_Eve50ms|A|();|SCH.2|ELECITGRMOD|1|PTS_DOC_6873723||||0|0|0|0|Evénement toutes les 50ms du Diagnostic Can
DIAGCAN_EveRst|A|();|SCH.1|ELECITGRMOD|1|PTS_DOC_6873723||||0|0|0|0|Fonction d'accroche pour l'événement EveRst
DIAGCAN_EveRxn092IntElec|D|();|SCH.3|ELECITGRMOD|1|PTS_DOC_6873723||||0|0|0|0|Fonction appelée sur réception de la trame CAN 0x092
ELECITGRMOD_vidEntryIntElec|E|();|FCT1.4|ELECITGRMOD|0|PTS_DOC_6873723||||0|0|0|0|This function launch the Integration Electronic mode
ELECITGRMOD_vidExitIntElec|F|();|FCT1.5|ELECITGRMOD|0|PTS_DOC_6873723||||0|0|0|0|This function quits the Integration Electronic mode
ELECITGRMOD_vidIntegElectronic|D|();|FCT1.3|ELECITGRMOD|0|PTS_DOC_6873723||||0|0|0|0|This function checks data received by the frame 0x092
ELECITGRMOD_vidIntElecCondCheck|D|();|FCT1.2|ELECITGRMOD|0|PTS_DOC_6873723||||0|0|0|0|This function checks if conditions are corrects
ELECITGRMOD_vidIntElecInit|E|();|FCT1.1|ELECITGRMOD|0|PTS_DOC_6873723||||0|0|0|0|This function checks if conditions to be in Inegration  Electronic mode are correct at the init
