Nom_fonction|Release_fonction|Prototype|Num_stc|Nom_module|Public|Reférence_spec_systéme|Reférence_spec_systéme_1|Reférence_spec_systéme_2|Reférence_spec_systéme_3|Fonction_à_supprimer|Validation|Export_part|Macro|function_description
ACQCMDDIO_vidAcqCmdCoFan|A|();|FCT2.8|ACQCMDDIO|0|PTS_DOC_6509298||||0|0|0|0|L'activation du signal de commande du GMV depend du type d'equipements GMV sur véhicule.
ACQCMDDIO_vidAcqDioBrk|A|();|FCT2.5|ACQCMDDIO|0|PTS_DOC_6509298||||0|0|0|0|Acquisition de l'information pédale de frein secondaire TOR.
ACQCMDDIO_vidAcqDioClu|A|();|FCT2.2|ACQCMDDIO|0|PTS_DOC_6509298||||0|0|0|0|Acquisition de l'information pédale embrayage TOR.
ACQCMDDIO_vidAcqDioCoFan|A|();|FCT3.1|ACQCMDDIO|0|PTS_DOC_6509298||||0|0|0|0|L'acquisition de l'information ETAT_GMV brut avant filtrage anti-rebond est realisée selon le type  d'équipements GMV sur le véhicule.
ACQCMDDIO_vidAcqDioCoFanB1|A|();|FCT3.2|ACQCMDDIO|0|PTS_DOC_6509298||||0|0|0|0|Acquisition de l'information ETAT_GMV brut avant filtrage anti-rebond (B1).
ACQCMDDIO_vidAcqDioCoFanB2|A|();|FCT3.3|ACQCMDDIO|0|PTS_DOC_6509298||||0|0|0|0|Acquisition de l'information ETAT_GMV brut avant filtrage anti-rebond (B2).
ACQCMDDIO_vidAcqDioGear|A|();|FCT2.4|ACQCMDDIO|0|PTS_DOC_6509298||||0|0|0|0|Acquisition de l'information Start Lock TOR
ACQCMDDIO_vidAcqDioKey|A|();|FCT3.4|ACQCMDDIO|0|PTS_DOC_6509298||||0|0|0|0|Acquisition de la valeur logique brute de l'entrée clef provenant du LDB (hystérésis et seuil de changement d'état).
ACQCMDDIO_vidAcqDioOil|A|();|FCT2.3|ACQCMDDIO|0|PTS_DOC_6509298||||0|0|0|0|Acquisition manocontact de pression huile
ACQCMDDIO_vidAcqDioSTT|A|();|FCT2.6|ACQCMDDIO|0|PTS_DOC_6509298||||0|0|0|0|Acquisition de l'information brute de la ligne Key/Push.
