Nom_fonction|Release_fonction|Prototype|Num_stc|Nom_module|Public|Reférence_spec_systéme|Reférence_spec_systéme_1|Reférence_spec_systéme_2|Reférence_spec_systéme_3|Fonction_à_supprimer|Validation|Export_part|Macro|function_description|MemSec
GDGAR_bGetFRM|A|(argin uint16 u16IndexFRM)boolean;|2|HEADER|1|NONE||||0|0|0|0||
IDLCMDMOD_vidCalibration1|A|();|FCT2.1|IDLCMDMOD|0|V02 NT 10 08588||||0|0|0|0|Cette consigne de régime de ralenti est calculée pour le mode de fonctionnement 1.|
IDLCMDMOD_vidCalibration2|A|();|FCT2.2|IDLCMDMOD|0|V02 NT 10 08588||||0|0|0|0|Cette consigne de régime de ralenti est calculée pour le mode de fonctionnement 2.|
IDLCMDMOD_vidCalibration3|A|();|FCT2.3|IDLCMDMOD|0|V02 NT 10 08588||||0|0|0|0|Cette consigne de régime de ralenti est calculée pour le mode de fonctionnement 3.|
IDLCMDMOD_vidCalibration4|A|();|FCT2.4|IDLCMDMOD|0|V02 NT 10 08588||||0|0|0|0|Cette consigne de régime de ralenti est calculée pour le mode de fonctionnement 4.|
IDLCMDMOD_vidCalibration5|A|();|FCT2.5|IDLCMDMOD|0|V02 NT 10 08588||||0|0|0|0|Cette consigne de régime de ralenti est calculée pour le mode de fonctionnement 5.|
IDLCMDMOD_vidCalibration6|A|();|FCT2.6|IDLCMDMOD|0|V02 NT 10 08588||||0|0|0|0|Cette consigne de régime de ralenti est calculée pour le mode de fonctionnement 6.|
IDLCMDMOD_vidCalibration7|A|();|FCT2.7|IDLCMDMOD|0|V02 NT 10 08588||||0|0|0|0|Cette consigne de régime de ralenti est calculée pour le mode de fonctionnement 7.|
IDLCMDMOD_vidCalibrations|A|();|FCT1.5|IDLCMDMOD|0|V02 NT 10 08588||||0|0|0|0|Un vecteur de consigne est calculé à partir des différents modes de fonctionnement possibles.|
IDLCMDMOD_vidDetermineSetpoint|A|();|FCT1.4|IDLCMDMOD|0|V02 NT 10 08588||||0|0|0|0|La consigne de régime de ralenti spécifique aux modes de combustion est calculée en 3 étapes en prenant en compte les entrées EOM.|
IDLCMDMOD_vidDtrminePwrtrainStat|A|();|FCT1.2|IDLCMDMOD|0|V02 NT 10 08588||||0|0|0|0|L’état de la chaine de traction permet de sélectionner une consigne de régime de ralenti spécifique pour chaque mode de combustion.|
IDLCMDMOD_vidEntryInit|A|();|SCH.1|IDLCMDMOD|1|V02 NT 10 08588||||0|0|0|0|Evénement reset du calculateur|
IDLCMDMOD_vidInitOutput|A|();|FCT1.1|IDLCMDMOD|0|V02 NT 10 08588||||0|0|0|0|Fonction d'initialisation.|
IDLCMDMOD_vidInterpolation|B|();|FCT1.7|IDLCMDMOD|0|V02 NT 10 08588||||0|0|0|0|Deux interpolations successives permettent de calculer la consigne de régime de ralenti finale à appliquer.|
IDLCMDMOD_vidSelectModes|A|();|FCT1.6|IDLCMDMOD|0|V02 NT 10 08588||||0|0|0|0|Les calibrations actives sont utilisées d’après les flux en provenance du manager de mode de fonctionnement EOM pour chacun des quatre modes.|
IDLCMDMOD_vidUnvectorizeMode|B|();|FCT1.3|IDLCMDMOD|0|V02 NT 10 08588||||0|0|0|0|La composante 8 relative à la consigne de régime de ralenti spécifique aux modes de combustion est sélectionnée pour chaques vecteurs d’entrée EOM.|
IDLCMDMOD_vidVectorizCalibration|A|();|FCT2.8|IDLCMDMOD|0|V02 NT 10 08588||||0|0|0|0|Cette fonction crée un vecteur de consignes de régime de ralenti applicables.|
TqSys_Sdl10ms_nTarIdlCmbMod|A|();|SCH.2|IDLCMDMOD|1|V02 NT 10 08588||||0|0|0|0|Scheduler de la fonction IDLCMDMOD.|
