Nom_fonction|Release_fonction|Prototype|Num_stc|Nom_module|Public|Reférence_spec_systéme|Reférence_spec_systéme_1|Reférence_spec_systéme_2|Reférence_spec_systéme_3|Fonction_à_supprimer|Validation|Export_part|Macro|function_description|MemSec
GDGAR_bGetFRM|A|(argin uint16 u16IndexFRM)boolean;|1|HEADER|1|NONE||||0|0|0|0||
TQLNCHRES_vidAccPedLnchCdn|A|();|FCT1.9|TQLNCHRES|0|V02 NT 10 04984||||0|0|0|0|Production de TqRes_bCdnAccLnchRes_MP.|
TQLNCHRES_vidCalcul_reserve|D|();|FCT1.6|TQLNCHRES|0|V02 NT 10 04984||||0|0|0|0|La  variable  réserve  de  couple  décollage  varie  entre  la  valeur  0  et  une  valeur  maximum  déduite  d’une cartographie calibrable dont les entrées sont le régime moteur et la température de l’eau.|
TQLNCHRES_vidCluPedLnchCdn|B|();|FCT1.7|TQLNCHRES|0|V02 NT 10 04984||||0|0|0|0|Production de TqRes_bCdnCluLnchRes_MP.|
TQLNCHRES_vidCondition_decollage|D|();|FCT1.4|TQLNCHRES|0|V02 NT 10 04984||||0|0|0|0|Cette fonction évalue les différentes conditions d'activation de la condition de décollage.|
TQLNCHRES_vidCondition_vitesse|D|();|FCT1.5|TQLNCHRES|0|V02 NT 10 04984||||0|0|0|0|La condition de la vitesse s’active si la vitesse est inférieure à un seuil minimum calibrable. Elle se désactive après une temporisation calibrable si la vitesse devient supérieure à un seuil maximum calibrable aussi.|
TQLNCHRES_vidEngRunLnchCdn|D|();|FCT1.10|TQLNCHRES|0|V02 NT 10 04984||||0|0|0|0|Production de TqRes_bCdnNEngLnchRes_MP.|
TQLNCHRES_vidEntry_10ms|C|();|SCH.2|TQLNCHRES|1|V02 NT 10 04984||||0|0|0|0|Fonction d'accroche au moniteur 10ms.|
TQLNCHRES_vidEntryInit|C|();|SCH.1|TQLNCHRES|1|V02 NT 10 04984||||0|0|0|0|Fonction d'accroche au moniteur Reset.|
TQLNCHRES_vidInitOutput|D|();|FCT1.1|TQLNCHRES|0|V02 NT 10 04984||||0|0|0|0|Cette fonction permet l'initialisation des variables de sortie.|
TQLNCHRES_vidReserve_decollage|C|();|FCT1.3|TQLNCHRES|0|V02 NT 10 04984||||0|0|0|0|La  réserve  de  couple  spécifique  au  décollage  dépend  de  la  température  d’eau  et  du  régime,  cette réserve est activée suivant un des quatre critères  : switch embrayage, vitesse véhicule, pied  levé et moteur en sous régime|
TQLNCHRES_vidReserveCplDecollage|B|();|FCT1.2|TQLNCHRES|0|V02 NT 10 04984||||0|0|0|0|Cette fonction autorise l'application de la fonction "Réserve de Couple Décollage" sous la condition Ext_stGBxCf = 0.|
TQLNCHRES_vidSpdVehLnchCdn|B|();|FCT1.8|TQLNCHRES|0|V02 NT 10 04984||||0|0|0|0|Production de TqRes_bCdnSpdLnchRes_MP.|
