Nom_fonction|Release_fonction|Prototype|Num_stc|Nom_module|Public|Reférence_spec_systéme|Reférence_spec_systéme_1|Reférence_spec_systéme_2|Reférence_spec_systéme_3|Fonction_à_supprimer|Validation|Export_part|Macro|function_description|MemSec
GDGAR_bGetFRM|A|(argin uint16 u16IndexFRM)boolean;|1|HEADER|1|NONE||||0|0|0|0||
SWFAIL_vidSoftwareErrorHook|A|();|1|HEADER|1|NONE||||0|0|0|0||
TQENGRES_vidActResAnticipRalenti|A|();|FCT1.8|TQENGRES|0|PTS_DOC_5135152||||0|0|0|0|Cette fonction permet de choisir le critère d’activation de la réserve d’anticipation des entrées ralenti.|
TQENGRES_vidCalCplResAntiRalenti|A|();|FCT1.9|TQENGRES|0|PTS_DOC_5135152||||0|0|0|0|Fonction de calcule le couple de réserve pour anticiper les entrées au ralenti.|
TQENGRES_vidCond_reserve_dyn|E|();|FCT1.5|TQENGRES|0|PTS_DOC_5135152||||0|0|0|0|Production de la condition de réserve de couple dynamique.|
TQENGRES_vidDegradation_de_base|E|();|FCT1.3|TQENGRES|0|PTS_DOC_5135152||||0|0|0|0|La dégradation de base est issue soit d’une cartographie calibrable en fonction du régime moteur et du remplissage, soit du rendement d’avance maximum.   La dégradation est saturée par un seuil maximum.|
TQENGRES_vidEntryInit|F|();|SCH.1|TQENGRES|1|PTS_DOC_5135152||||0|0|0|0|Evénement Reset du calculateur.|
TQENGRES_vidFilResAnticipRalenti|A|();|FCT1.10|TQENGRES|0|PTS_DOC_5135152||||0|0|0|0|Ce bloc filtre le couple de réserve d’anticipation des entrées ralenti pour ne pas bruiter la consigne AIR.|
TQENGRES_vidInitOutput|F|();|FCT1.1|TQENGRES|0|PTS_DOC_5135152||||0|0|0|0|initialisation des variables de sorie.|
TQENGRES_vidResAnticipRalenti|A|();|FCT1.7|TQENGRES|0|PTS_DOC_5135152||||0|0|0|0|Fonction pour calculer la réserve de couple d’anticipation des entrées au ralenti. Ce calcule se fait en 3 temps : Activation de la réserve, Calcul du couple de réserve brut et Filtrage du couple de réserve brut|
TQENGRES_vidReserve_au_ralenti|G|();|FCT1.4|TQENGRES|0|PTS_DOC_5135152||||0|0|0|0|La  réserve de  couple au  ralenti est  la  somme de  la  réserve de  couple  statique et de  la  réserve de couple dynamique.|
TQENGRES_vidReserve_moteur|F|();|FCT1.2|TQENGRES|0|PTS_DOC_5135152||||0|0|0|0|La fonction réserve de couple moteur contient deux types de réserves :Une réserve de base et Une  réserve  de  couple  calibrée  en  fonction  de  la  température  de  l’eau,  de  la  température  d’air ambiant et du rapport de boîte|
TQENGRES_vidTqResTqIdlResStat|D|();|FCT1.6|TQENGRES|0|PTS_DOC_5135152||||0|0|0|0|fonction de calcul de l'offset de réserve couple ralenti statique fonction de la température d'air  et fonction de la température d'eau.|
TqRes_Sdl10ms_tqIdlRes|C|();|SCH.2|TQENGRES|1|PTS_DOC_5135152||||0|0|0|0|Evénement périodique toutes les 10 ms|
