Nom_fonction|Release_fonction|Prototype|Num_stc|Nom_module|Public|Reférence_spec_systéme|Reférence_spec_systéme_1|Reférence_spec_systéme_2|Reférence_spec_systéme_3|Fonction_à_supprimer|Validation|Export_part|Macro|function_description
ACQDGOHAL_vidCmdDiagAuthStrtSTT|A|();|FCT1.7|ACQDGOHAL|0|PTS_DOC_6669624||||0|0|0|0|Trois types de diagnostic de pannes sont traités: panne circuit ouvert /panne Court-circuit à la masse/panne Court-circuit à la fonction STT
ACQDGOHAL_vidCmdDiagBlowBy1|A|();|FCT1.1|ACQDGOHAL|0|PTS_DOC_6669624||||0|0|0|0|Trois types de diagnostic de pannes sont traités: panne circuit ouvert /panne Court-circuit à la masse/panne Court-circuit au réchauffeur BlowBy
ACQDGOHAL_vidCmdDiagBlowBy2|A|();|FCT1.2|ACQDGOHAL|0|PTS_DOC_6669624||||0|0|0|0|Trois types de diagnostic de pannes sont traités: panne circuit ouvert /panne Court-circuit à la masse/panne Court-circuit au réchauffeur BlowBy
ACQDGOHAL_vidCmdDiagCstr|A|();|FCT1.8|ACQDGOHAL|0|PTS_DOC_6669624||||0|0|0|0|Trois types de diagnostic de pannes sont traités: panne circuit ouvert /panne Court-circuit à la masse/panne Court-circuit à L’ELECTROVANNE PURGE CANISTER.
ACQDGOHAL_vidCmdDiagDmtr|A|();|FCT2.1|ACQDGOHAL|0|PTS_DOC_6669624||||0|0|0|0|Trois types de diagnostic de pannes sont traités: panne circuit ouvert /panne Court-circuit à la masse/panne Court-circuit au dispositif de maintient en tension reseau (MAINTIENT DMTR)
ACQDGOHAL_vidCmdDiagDrvO2Ds|A|();|FCT1.5|ACQDGOHAL|0|PTS_DOC_6669624||||0|0|0|0|Trois types de diagnostic de pannes sont traités: panne circuit ouvert /panne Court-circuit à la masse/panne Court-circuit à la fonction HeatSenO2 aval.
ACQDGOHAL_vidCmdDiagDrvO2Us|A|();|FCT1.6|ACQDGOHAL|0|PTS_DOC_6669624||||0|0|0|0|Trois types de diagnostic de pannes sont traités: panne circuit ouvert /panne Court-circuit à la masse/panne Court-circuit à la fonction HeatSenO2 amont.
ACQDGOHAL_vidCmdDiagECTReq|A|();|FCT2.6|ACQDGOHAL|0|PTS_DOC_6669624||||0|0|0|0|Trois types de diagnostic de pannes sont traités pour le ECT command : panne circuit ouvert /panne Court-circuit à la masse/panne Court-circuit
ACQDGOHAL_vidCmdDiagEngStOutIdc|A|();|FCT1.9|ACQDGOHAL|0|PTS_DOC_6669624||||0|0|0|0|Trois types de diagnostic de pannes sont traités: panne circuit ouvert /panne Court-circuit à la masse/panne Court-circuit à la sortie filaire information moteur tournant
ACQDGOHAL_vidCmdDiagGMV1GMV2|A|();|FCT2.5|ACQDGOHAL|0|PTS_DOC_6669624||||0|0|0|0|Trois types de diagnostic de pannes sont traités pour le driver du GMV1 et GMV2 :panne circuit ouvert /panne Court-circuit à la masse/panne Court-circuit
