Nom_fonction|Release_fonction|Prototype|Num_stc|Nom_module|Public|Reférence_spec_systéme|Reférence_spec_systéme_1|Reférence_spec_systéme_2|Reférence_spec_systéme_3|Fonction_à_supprimer|Validation|Export_part|Macro|function_description
AccP_EveRst_SwtAcqDiag|A|();|SCH.1|ACCPSWTACQDIAG|1|PTS_DOC_6606841||||0|0|0|0|Evénement reset du calculateur
AccP_SdlFast_SwtAcqDiag|D|();|SCH.2|ACCPSWTACQDIAG|1|PTS_DOC_6606841||||0|0|0|0|Moniteur rapide pour la fonction pédale
ACCPSWTACQDIAG_vidAccPedSwtAff|E|();|FCT3.1|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Affectation de Passage_point_dur, recopie de Etat_point_dur en absence de panne sur capteur point dur
ACCPSWTACQDIAG_vidEndPointAffKD|B|();|FCT1.10|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Ce bloc décrit le cas où il y'a un défaut électrique du capteur point dur , ou un défaut de cohérence entre pédale d’accélération et information point dur est confirmé.
ACCPSWTACQDIAG_vidEndPointCohAff|F|();|FCT1.9|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Contrôle de  la cohérence entre l’état point dur et l’enfoncement de la pédale et affectation de l’indicateur  de  passage  point  dur
ACCPSWTACQDIAG_vidEndPointPedCoh|E|();|FCT2.9|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Contrôle  la  cohérence  entre  la  position  pédale  et  l’état  point  dur.
ACCPSWTACQDIAG_vidEndPtCounter|A|();|FCT3.3|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Incréméntation de Tempo_maintien_etat_pt_dur.
ACCPSWTACQDIAG_vidEndPtInstTempo|A|();|FCT3.2|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|incrémntation instantanée du Tempo_maintien_etat_pt_dur.
ACCPSWTACQDIAG_vidHightFailTrans|B|();|FCT2.6|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Les transitions de l'état DEFAUT_HAUT
ACCPSWTACQDIAG_vidHightStabTrans|B|();|FCT2.1|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Les transitions de l'état LVV_STABLE_HAUT
ACCPSWTACQDIAG_vidInitOutput|D|();|FCT1.1|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Initialisation des variables produites par le module
ACCPSWTACQDIAG_vidInitPointDur|B|();|FCT1.2|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Initialisation du point dur
ACCPSWTACQDIAG_vidInvFailTrans|B|();|FCT2.7|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Les transitions de l'état DEFAUT_INVALIDE
ACCPSWTACQDIAG_vidLowFailTrans|B|();|FCT2.8|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Les transitions de l'état DEFAUT_BAS
ACCPSWTACQDIAG_vidLowStableTrans|B|();|FCT2.5|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Les transitions de l'état LVV_STABLE_BAS
ACCPSWTACQDIAG_vidLvvSwtAcq|C|();|FCT1.4|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Acquisition du signal point dur au cours du temps
ACCPSWTACQDIAG_vidLvvSwtAcqCond|C|();|FCT1.3|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Condition d'acquisition et de diagnostic du point dur
ACCPSWTACQDIAG_vidLvvSwtDiag|C|();|FCT1.6|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Les pannes à monter ou à descendre en fonction de la tension du contacteur LVV sonde
