Nom_fonction|Release_fonction|Prototype|Num_stc|Nom_module|Public|Reférence_spec_systéme|Reférence_spec_systéme_1|Reférence_spec_systéme_2|Reférence_spec_systéme_3|Fonction_à_supprimer|Validation|Export_part|Macro|function_description|MemSec
GDGAR_bGetFRM|A|(argin uint16 u16IndexFRM)boolean;|1|HEADER|1|NONE|NONE|||0|0|0|0|GDGAR_bGetFRM|
GMIL_DftAndWarnSt|D|();|FCT1.5|GMIL|0|V02 NT 10 04661||||0|0|0|0|Cette fonction produit 2 requêtes d'allumage voyant: clignotement et fixe ainsi que l'état voyant MIL pour le Scan Tool.|
GMIL_DftSt|D|();|FCT1.8|GMIL|0|V02 NT 10 04661||||0|0|0|0|Cette fonction permet, à partir des différentes requêtes issues des fonctions précédentes de créer le booléen GMIL_bMilDftPres. Il informe si l'allumage de la MIL est lié ou non à une défaillance.|
GMIL_Init|D|();|FCT1.2|GMIL|0|V02 NT 10 04661||||0|0|0|0|Initialisation des variables et récupération des données mémorisées en EEPROM au Power Latch précédent.|
GMIL_MilReqCanConf|D|();|FCT1.7|GMIL|0|V02 NT 10 04661||||0|0|0|0|Ce bloc permet de créer 2 booléens GMIL_bMilOn et GMIL_bMilBlink à partir de l'état d'automate GMIL_stMILReq qui seront envoyés sur le Can via la trame 348.|
GMIL_Req|D|(argin uint8 u8Event);|FCT1.6|GMIL|0|V02 NT 10 04661||||0|0|0|0|Cet automate synthétise via la variable GMIL_stMilReq les demandes d'allumage issues des fonctions|
GMIL_StrtCntIni|D|();|FCT1.3|GMIL|0|V02 NT 10 04661||||0|0|0|0|Cette fonction permet d'initialiser les variables sur l'événement GD_EveKeyOBD|
GMIL_StrtMng|D|();|FCT1.4|GMIL|0|V02 NT 10 04661||||0|0|0|0|Cette fonction exécutée à la récurrence GD_SdlSlow_GMIL gère l'allumage de la MIL avant démarrage.|
GMIL_vidInitOutput|A|();|FCT1.1|GMIL|0|V02 NT 10 04661||||0|0|0|0|Initializing outputs of GMIL module.|
GMIL_vidMngEveKeyOBD|D|();|SCH.2|GMIL|1|V02 NT 10 04661||||0|0|0|0|Evènement représentant le front montant de l'information CONTACT_OBD|
GMIL_vidMngEveRst|D|();|SCH.3|GMIL|1|V02 NT 10 04661||||0|0|0|0|Evènement Reset CMM|
GMIL_vidMngEveSldSlow|D|();|SCH.1|GMIL|1|V02 NT 10 04661||||0|0|0|0|Moniteur lent associé au module GMIL|
GOBD_tenuGetStDgo|B|funct_get_gobd_state|1|HEADER|1|V02 NT 10 04661||||0|0|0|0|API which returns the state of the GOBD manager.|
SWFAIL_vidSoftwareErrorHook|A|();|0|HEADER|1|HEADER||||0|0|0|0|HEADER|
