Nom_fonction|Release_fonction|Prototype|Num_stc|Nom_module|Public|Reférence_spec_systéme|Reférence_spec_systéme_1|Reférence_spec_systéme_2|Reférence_spec_systéme_3|Fonction_à_supprimer|Validation|Export_part|Macro|function_description|MemSec
GDGAR_bGetFRM|A|(argin uint16 u16IndexFRM)boolean;|1|HEADER|1|NONE||||0|0|0|0||
GDGAR_vidGdu|A|(argin uint16 u16IdxDft, argin boolean bDgo, argin boolean bMonRun, argin boolean Ns_bMonWait);|2|HEADER|1|NONE||||0|0|0|0||
Oil_EveKOn_PresDiagCoh|B|();|SCH.2|PRESDIAGCOH|1|V02 NT 12 01298||||0|0|0|0|Key On Event|
Oil_EveRst_PresDiagCoh|B|();|SCH.1|PRESDIAGCOH|1|V02 NT 12 01298||||0|0|0|0|ECU Event Reset|
Oil_SdlFast_PresDiagCoh|C|();|SCH.3|PRESDIAGCOH|1|V02 NT 12 01298||||0|0|0|0|Fast scheduler  Event|
PRESDIAGCOH_vidAtmospherPSDrift|B|();|FCT1.10|PRESDIAGCOH|0|V02 NT 12 01298||||0|0|0|0|Calcule de la dérive négative et positive du capteur de pression atmosphérique.|
PRESDIAGCOH_vidCalcPresureDrifts|A|();|FCT1.8|PRESDIAGCOH|0|V02 NT 12 01298||||0|0|0|0|Calcule des différences absolues entre les trois pressions: Pression d'huile, pression d'étranglement en amont, et la pression atmosphérique.|
PRESDIAGCOH_vidCohDiagEnaCond|A|();|FCT1.6|PRESDIAGCOH|0|V02 NT 12 01298||||0|0|0|0|Calcule de  DgSen_bAcvCohDiagPresSen, booléen d'activation du diagnostic de cohérence de pression|
PRESDIAGCOH_vidCoherenciesDiag|A|();|FCT1.7|PRESDIAGCOH|0|V02 NT 12 01298||||0|0|0|0|Calcule des différences absolues entre les trois pressions.  Détection des dérives des capteurs de pressions|
PRESDIAGCOH_vidCounterKeyOn|A|();|FCT1.3|PRESDIAGCOH|0|V02 NT 12 01298||||0|0|0|0|Incrémentation du compteur  Oil_ctKeyOn_Counter, à chaque KeyOn.|
PRESDIAGCOH_vidInhDiagSecKeyOn|C|();|FCT1.4|PRESDIAGCOH|0|V02 NT 12 01298||||0|0|0|0|Le compteur Oil_ctKeyOn_Counter est initialisé à zéro,lorsque l'état de l'engin est différent de l'état stop. Après un Premier démarrage du moteur, une inhibition est envoyé|
PRESDIAGCOH_vidInitialization|A|();|FCT1.2|PRESDIAGCOH|0|V02 NT 12 01298||||0|0|0|0|Les variables Oil_ctKeyOn, Oil_ctKeyOn_Prev et Oil_bInhDiagSecondKOn sont initialisées à zéro lors de l'événement Reset.|
PRESDIAGCOH_vidInitOutput|B|();|FCT1.1|PRESDIAGCOH|0|V02 NT 12 01298||||0|0|0|0|Initialisation des sorties du module PRESDIAGCOH.|
PRESDIAGCOH_vidOilPSDrift|B|();|FCT1.9|PRESDIAGCOH|0|V02 NT 12 01298||||0|0|0|0|Calcule de la dérive négative et positive du capteur de la pression d'huile.|
PRESDIAGCOH_vidPressureDiagnosis|A|();|FCT1.5|PRESDIAGCOH|0|V02 NT 12 01298||||0|0|0|0|Définition du diagnostic de cohérence de pression.  Activation des capteurs de diagnostic de cohérence de pression correspondants|
PRESDIAGCOH_vidUpstrmThrPSDrift|B|();|FCT2.1|PRESDIAGCOH|0|V02 NT 12 01298||||0|0|0|0|Calcule de la dérive négative et positive  du capteur de pression d'étranglement amont.|
