Nom_fonction|Release_fonction|Prototype|Num_stc|Nom_module|Public|Reférence_spec_systéme|Reférence_spec_systéme_1|Reférence_spec_systéme_2|Reférence_spec_systéme_3|Fonction_à_supprimer|Validation|Export_part|Macro|function_description
BICD_vidDftStaCmdAcq|B|();|FCT1.4|BICD|0|PTS_DOC_6529336||||0|0|0|0|permet l'acquisition, la linéarisation et le filtration de l’information Etat BICD
BICD_vidDftStaCmdDiag|A|();|FCT1.5|BICD|0|PTS_DOC_6529336||||0|0|0|0|Autorisation des diagnostics et diagnostics de l’information Etat BICD
BICD_vidDftStaCmdInit|C|();|FCT1.1|BICD|0|PTS_DOC_6529336||||0|0|0|0|permet l'initialisation de la sortie.
BICD_vidDftStaCmdSelection|B|();|FCT1.8|BICD|0|PTS_DOC_6529336||||0|0|0|0|Consolidation de l’information Etat BICD
BICD_vidDiagInvalide|A|();|FCT1.7|BICD|0|PTS_DOC_6529336||||0|0|0|0|Autorisation des Diagnostics de l’information Etat BICD
BICD_vidDiagScpScp|B|();|FCT1.6|BICD|0|PTS_DOC_6529336||||0|0|0|0|Diagnostics de l’information Etat BICD
BICD_vidFastFunCall|A|();|FCT1.3|BICD|0|PTS_DOC_6529336||||0|0|0|0|Activation et Rafraîchissement de l’information Etat BICD.
BICD_vidInitOutput|C|();|FCT1.2|BICD|0|PTS_DOC_6529336||||0|0|0|0|initialisation des variables internes.
EngSt_EveRst_DftStaCmd|A|();|SCH.1|BICD|1|PTS_DOC_6529336||||0|0|0|0|Evènement reset
EngSt_SdlFast_DftStaCmd|A|();|SCH.2|BICD|1|PTS_DOC_6529336||||0|0|0|0|Monitoring rapide
GDGAR_bGetFRM|A|func_FRM_bGetFRM|2|HEADER|1|NONE||||0|0|0|0|
GDGAR_tenuGetStDgo|A|func_GDGAR_tenuGetStDgo|3|HEADER|1|NONE||||0|0|0|0|Value of the GDU states
GDGAR_vidGdu|A|(argin uint16 u16IdxDft,argin boolean bDgo,argin boolean bMonRun,argin boolean Ns_bMonWait);|4|HEADER|1|NONE||||0|0|0|0|
