Nom_fonction|Release_fonction|Prototype|Num_stc|Nom_module|Public|Reférence_spec_systéme|Reférence_spec_systéme_1|Reférence_spec_systéme_2|Reférence_spec_systéme_3|Fonction_à_supprimer|Validation|Export_part|Macro|function_description|MemSec
GDGAR_bGetFRM|A|(argin uint16 u16IndexFRM)boolean;|1|HEADER|1|NONE||||0|0|0|0||
HeatSenO2_EveCrTR_UsMgr|A|();|SCH.6|HEATSENO2US|1|PTS_DOC_5211932||||0|0|0|0|Evénement de détection le passage de cranking vers running|
HeatSenO2_EveRst_UsMgr|F|();|SCH.1|HEATSENO2US|1|PTS_DOC_5211932||||0|0|0|0|Evènement reset du calculateur|
HeatSenO2_EveRTSt_UsMgr|A|();|SCH.7|HEATSENO2US|1|PTS_DOC_5211932||||0|0|0|0|Evènement reset du calculateur|
HeatSenO2_EveStTCr_UsMgr|A|();|SCH.5|HEATSENO2US|1|PTS_DOC_5211932||||0|0|0|0|Evenement de détection du passage de l'état stall vers cranking|
HeatSenO2_SdlFast_UsMgr|G|();|SCH.2|HEATSENO2US|1|PTS_DOC_5211932||||0|0|0|0|Moniteur rapide pour le module chauffage sonde O2|
HeatSenO2_SdlMid_UsMgr|H|();|SCH.3|HEATSENO2US|1|PTS_DOC_5211932||||0|0|0|0|Moniteur moyen pour le module chauffage sonde O2|
HeatSenO2_SdlSlow_UsMgr|G|();|SCH.4|HEATSENO2US|1|PTS_DOC_5211932||||0|0|0|0|Moniteur lent pour le module chauffage sonde O2|
HEATSENO2US_vidAcvHeatWku|C|();|FCT3.2|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|La fonction chauffage sonde doit être active au réveil partiel, notamment pour pouvoir réaliser le préchauffage sonde|
HEATSENO2US_vidDetDewPt|G|();|FCT1.6|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Détermination du passage du  du point de rosée en fonction de la durée du chauffage de protection|
HEATSENO2US_vidDetDewPtRev|D|();|FCT1.5|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Déterminer au bout de combien de temps la sonde  va franchir le point de rosée à l’envers|
HEATSENO2US_vidDisableFLO|C|();|FCT1.10|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Lorsque le moteur se trouve dans le phase d’un redémarrage STT, le Fast Light Off n’est plus autorisée et ceci jusqu’au prochain Driving Cycle|
