Nom_fonction|Release_fonction|Prototype|Num_stc|Nom_module|Public|Reférence_spec_systéme|Reférence_spec_systéme_1|Reférence_spec_systéme_2|Reférence_spec_systéme_3|Fonction_à_supprimer|Validation|Export_part|Macro|function_description
SWFAIL_vidSoftwareErrorHook|A|();|-|HEADER|1|NONE||||0|0|0|0|Routine défaut logiciel
Thr_EveOplCllEna_ThrAbsSpPosn|B|();|NONE|HEADER|1|V02 NT 08 04793||||0|0|0|0|Evenement de passage d'une commande en boucle ouverte à une commande en boucle ferme du papillon
Thr_EveOplCllEna_ThrSpPosn|B|();|NONE|HEADER|1|V02 NT 08 04793||||0|0|0|0|Evenement de passage d'une commande en boucle ouverte à une commande en boucle ferme du papillon
Thr_EveRst_OplCtl|B|();|SCH.1|THROPLCTL|1|V02 NT 08 04793||||0|0|0|0|Evénement reset du calculateur.
Thr_SdlFast_OplCtl|B|();|SCH.2|THROPLCTL|1|V02 NT 08 04793||||0|0|0|0|Moniteur rapide pour la fonction papillon
Thr_SdlMid_OplCtl|F|();|SCH.3|THROPLCTL|1|V02 NT 08 04793||||0|0|0|0|Moniteur moyen pour la fonction papillon
THROPLCTL_CalcWaitAdc|A|();|FCT2.4|THROPLCTL|0|V02 NT 08 04793||||0|0|0|0|Lorsque le système entre en limp-home, on initialise la tension en boucle ouverte de commande. On applique  0 V pour avoir un couple nul.
THROPLCTL_vidCalcClosingRamp|E|();|FCT2.2|THROPLCTL|0|V02 NT 08 04793||||0|0|0|0|La tension appliquée pour sortir de la butée haute est une rampe décroissante calibrée, de manière à contrôler la vitesse d’accostage sur butée, et saturée de manière à maîtriser le couple appliqué sur la butée basse mécanique.
THROPLCTL_vidCalcExitLowThrust|E|();|FCT2.3|THROPLCTL|0|V02 NT 08 04793||||0|0|0|0|On pourra appliquer une pente élevée pendant un délai courtde sorte que la tension de commande corresponde à une impulsion; ou bien la pente sera plus lente pour « accompagner» le volet jusqu’au limp-home.
THROPLCTL_vidCalcMcwInh|B|();|FCT1.8|THROPLCTL|0|V02 NT 08 04793||||0|0|0|0|Pour test 1 de « l’inhibit » du microcontrôleur secondaire, on applique 0 V.Pour test 2, on applique une tension calibrable de manière à faire dévier le papillon de sa position  d’équilibre.
THROPLCTL_vidCalcOpeningRamp|E|();|FCT2.1|THROPLCTL|0|V02 NT 08 04793||||0|0|0|0|Pendant la recherche de butées, la tension appliquée est une rampe calibrable, de manière à contrôler la vitesse d’accostage sur butée, et saturée de manière à maîtriser le couple appliqué sur la butée.
THROPLCTL_vidConditions|E|();|FCT1.3|THROPLCTL|0|V02 NT 08 04793||||0|0|0|0|Bloc permettant la genération du flag de commande en boucle ouverte du PAPMOT et l'appel des deux événements de passage d'une commande en boucle ouverte à une commande en boucle fermée du papillon
THROPLCTL_vidInit|A|();|FCT1.2|THROPLCTL|0|V02 NT 08 04793||||0|0|0|0|Lors de la recherche de butée, la tension de commande est initialisée à une valeur correspondant à la butée  haute lorsque le contact entre le volet et la butée haute est autorisé
THROPLCTL_vidInitClosingRamp|E|();|FCT1.5|THROPLCTL|0|V02 NT 08 04793||||0|0|0|0|Lors de la recherche de butée, la tension de commande est initialisée à une valeur de la butée haute lorsque le contact entre le volet et la butée haute est autorisé.Lorsque la recherche de butée haute est inhibé on initialise la tension de commande à 0.
THROPLCTL_vidInitExitLowThrust|E|();|FCT1.6|THROPLCTL|0|V02 NT 08 04793||||0|0|0|0|Lors de la sortie de butée basse, la tension de commande est initialisée à la valeur correspondant à la butée basse. On initialise aussi la temporisation de sortie de butée basse.
THROPLCTL_vidInitMcpInh|F|();|FCT1.9|THROPLCTL|0|V02 NT 08 04793||||0|0|0|0|Lorsque le système entre en limp-home, on initialise la tension en boucle ouverte de commande.
THROPLCTL_vidInitMcwInh|F|();|FCT1.7|THROPLCTL|0|V02 NT 08 04793||||0|0|0|0|Pour le test de «l’inhibit» du microcontrôleur secondaire, on applique une tension calibrable de manière à faire dévier le papillon de sa position d’équilibre. Si «l’inhibit» est opérationnel, le papillon doit être en position limphome.
THROPLCTL_vidInitOpeningRamp|E|();|FCT1.4|THROPLCTL|0|V02 NT 08 04793||||0|0|0|0|Lors de la recherche de butée haute, la tension de commande est initialisée à une valeur nulle de manière à appliquer un couple nul.
THROPLCTL_vidInitOutput|E|();|FCT1.1|THROPLCTL|0|V02 NT 08 04793||||0|0|0|0|Initialisation des sorties du composant software ThrOplCtl
